id,name,lat,lng,category,is_rest,is_bar,peak_sun_pct,sun_hours_full_sun,sun_total_index,has_description,slug,url
"721","George Marina","52.34197959999999","4.9187423","restaurant","true","false","99","6","1776","false","george-marina-721","https://seatsinthesun.com/terras/amsterdam/george-marina-721/"
"723","Krux Brouwwerf","52.3683417","4.952679400000001","restaurant_and_bar","true","true","100","8","1776","false","krux-brouwwerf-723","https://seatsinthesun.com/terras/amsterdam/krux-brouwwerf-723/"
"4789","Bar Guzzo","52.37089640000001","4.9163342","restaurant_and_bar","true","true","100","8","1776","false","bar-guzzo-4789","https://seatsinthesun.com/terras/amsterdam/bar-guzzo-4789/"
"191","Spirit Amsterdam","52.3676808","4.9260018","restaurant","true","false","100","7.5","1776","false","spirit-amsterdam-191","https://seatsinthesun.com/terras/amsterdam/spirit-amsterdam-191/"
"447","Bar & Kitchen DE ZUID Amsterdam","52.37654120000001","4.937738","restaurant","true","false","96","8.5","1774","false","bar-kitchen-de-zuid-amsterdam-447","https://seatsinthesun.com/terras/amsterdam/bar-kitchen-de-zuid-amsterdam-447/"
"1374","Mana Mana West","52.37988310000001","4.877046300000001","restaurant","true","false","100","9","1770","false","mana-mana-west-1374","https://seatsinthesun.com/terras/amsterdam/mana-mana-west-1374/"
"31","Pension Homeland","52.3730206","4.916742699999999","restaurant_and_bar","true","true","95","8.5","1768","false","pension-homeland-31","https://seatsinthesun.com/terras/amsterdam/pension-homeland-31/"
"1075","Cafe Vrijdag","52.34666670000001","4.911111099999999","restaurant","true","false","98","7.5","1768","false","cafe-vrijdag-1075","https://seatsinthesun.com/terras/amsterdam/cafe-vrijdag-1075/"
"707","Café Lomans","52.3503658","4.8574665","bar","false","true","100","8","1767","false","cafe-lomans-707","https://seatsinthesun.com/terras/amsterdam/cafe-lomans-707/"
"7765","CAMARAT","52.3858245","4.9264911","restaurant","true","false","100","8","1764","false","camarat-7765","https://seatsinthesun.com/terras/amsterdam/camarat-7765/"
"5075","Chez Nina Green Brasserie","52.384595","4.874907900000001","restaurant","true","false","100","7.5","1757","false","chez-nina-green-brasserie-5075","https://seatsinthesun.com/terras/amsterdam/chez-nina-green-brasserie-5075/"
"3586","Ron Gastrobar","52.35222340000001","4.856691400000001","restaurant","true","false","100","8","1756","false","ron-gastrobar-3586","https://seatsinthesun.com/terras/amsterdam/ron-gastrobar-3586/"
"1505","Elsa's Café","52.35318609999999","4.9319667","restaurant_and_bar","true","true","100","8.5","1753","false","elsas-cafe-1505","https://seatsinthesun.com/terras/amsterdam/elsas-cafe-1505/"
"282","Amstelhaven","52.3593602","4.9060405","restaurant_and_bar","true","true","100","4.5","1752","false","amstelhaven-282","https://seatsinthesun.com/terras/amsterdam/amstelhaven-282/"
"348","Casa Nostra","52.3555819","4.9030179","restaurant","true","false","99","9.5","1748","false","casa-nostra-348","https://seatsinthesun.com/terras/amsterdam/casa-nostra-348/"
"559","Café De Jonge Wees","52.3679496","4.879174999999999","restaurant_and_bar","true","true","100","9.5","1747","false","cafe-de-jonge-wees-559","https://seatsinthesun.com/terras/amsterdam/cafe-de-jonge-wees-559/"
"7921","Sojubar","52.3631678","4.8842179","restaurant_and_bar","true","true","100","8","1747","false","sojubar-7921","https://seatsinthesun.com/terras/amsterdam/sojubar-7921/"
"196","de Neef van Fred","52.37104610000001","4.857100700000001","restaurant_and_bar","true","true","100","7.5","1746","false","de-neef-van-fred-196","https://seatsinthesun.com/terras/amsterdam/de-neef-van-fred-196/"
"585","Café Restaurant Piet de Gruyter","52.384578","4.875246","restaurant","true","false","100","7.5","1744","false","cafe-restaurant-piet-de-gruyter-585","https://seatsinthesun.com/terras/amsterdam/cafe-restaurant-piet-de-gruyter-585/"
"541","The Corner","52.34470169999999","4.890450800000001","restaurant_and_bar","true","true","98","8.5","1744","false","the-corner-541","https://seatsinthesun.com/terras/amsterdam/the-corner-541/"
"6799","Rayleigh & Ramsay Oost","52.36022789999999","4.9255823","restaurant_and_bar","true","true","99","8","1742","false","rayleigh-ramsay-oost-6799","https://seatsinthesun.com/terras/amsterdam/rayleigh-ramsay-oost-6799/"
"6109","Wils Bakery Café","52.3431753","4.8561748","restaurant","true","false","100","8","1740","false","wils-bakery-cafe-6109","https://seatsinthesun.com/terras/amsterdam/wils-bakery-cafe-6109/"
"2766","Patio Amsterdam","52.365038","4.8506287","bar","false","true","91","5","1739","false","patio-amsterdam-2766","https://seatsinthesun.com/terras/amsterdam/patio-amsterdam-2766/"
"4474","Matto NOORD","52.3844664","4.928890099999999","restaurant","true","false","93","6.5","1736","false","matto-noord-4474","https://seatsinthesun.com/terras/amsterdam/matto-noord-4474/"
"426","Café 't Ruysje","52.3825337","4.8047997","restaurant","true","false","100","7.5","1736","false","cafe-t-ruysje-426","https://seatsinthesun.com/terras/amsterdam/cafe-t-ruysje-426/"
"7476","Het Ketelhuis (Movie Theater and Bar)","52.386375","4.8735","restaurant_and_bar","true","true","98","4","1735","false","het-ketelhuis-(movie-theater-and-bar)-7476","https://seatsinthesun.com/terras/amsterdam/het-ketelhuis-(movie-theater-and-bar)-7476/"
"261","De Spiegel","52.3622336","4.886338500000001","restaurant","true","false","100","8","1734","false","de-spiegel-261","https://seatsinthesun.com/terras/amsterdam/de-spiegel-261/"
"7627","Cups & Chapters Cafe","52.3848407","4.9169338","restaurant","true","false","100","8.5","1731","false","cups-chapters-cafe-7627","https://seatsinthesun.com/terras/amsterdam/cups-chapters-cafe-7627/"
"284","Broodjeszaak De Nieuwe RAI","52.343875","4.891424","restaurant","true","false","100","8","1730","false","broodjeszaak-de-nieuwe-rai-284","https://seatsinthesun.com/terras/amsterdam/broodjeszaak-de-nieuwe-rai-284/"
"868","Boes & Beis","52.3729223","4.838347300000001","restaurant","true","false","86","7","1728","false","boes-beis-868","https://seatsinthesun.com/terras/amsterdam/boes-beis-868/"
"19","Cafe Restaurant Polder","52.35463559999999","4.9526721","restaurant","true","false","97","6.5","1724","false","cafe-restaurant-polder-19","https://seatsinthesun.com/terras/amsterdam/cafe-restaurant-polder-19/"
"7245","cafe De Kleine Bes","52.364794","4.925039700000001","restaurant","true","false","91","5.5","1723","false","cafe-de-kleine-bes-7245","https://seatsinthesun.com/terras/amsterdam/cafe-de-kleine-bes-7245/"
"259","Cafe Scharrebier","52.3704529","4.9111601","restaurant_and_bar","true","true","100","8.5","1722","false","cafe-scharrebier-259","https://seatsinthesun.com/terras/amsterdam/cafe-scharrebier-259/"
"4963","Grieks Restaurant Athene","52.3558429","4.907400400000001","restaurant","true","false","100","8","1722","false","grieks-restaurant-athene-4963","https://seatsinthesun.com/terras/amsterdam/grieks-restaurant-athene-4963/"
"3412","Café Sportpark","52.37472409999999","4.8577004","restaurant","true","false","96","8","1721","false","cafe-sportpark-3412","https://seatsinthesun.com/terras/amsterdam/cafe-sportpark-3412/"
"550","Aubergini","52.3377126","4.893910999999999","restaurant","true","false","100","5.5","1720","false","aubergini-550","https://seatsinthesun.com/terras/amsterdam/aubergini-550/"
"321","Café Restaurant De Ysbreeker","52.3574618","4.906755","restaurant","true","false","100","9","1719","false","cafe-restaurant-de-ysbreeker-321","https://seatsinthesun.com/terras/amsterdam/cafe-restaurant-de-ysbreeker-321/"
"93","Podium Mozaïek","52.380097","4.854324","restaurant","true","false","100","7.5","1718","false","podium-mozaiek-93","https://seatsinthesun.com/terras/amsterdam/podium-mozaiek-93/"
"3364","Park Café-Restaurant","52.3605759","4.9159684","restaurant","true","false","90","5.5","1715","false","park-cafe-restaurant-3364","https://seatsinthesun.com/terras/amsterdam/park-cafe-restaurant-3364/"
"717","Morris & Bella","52.3909487","4.878581199999999","restaurant","true","false","100","8","1714","false","morris-bella-717","https://seatsinthesun.com/terras/amsterdam/morris-bella-717/"
"604","Taj Indian Restaurant","52.3574387","4.891096699999999","restaurant","true","false","100","7.5","1708","false","taj-indian-restaurant-604","https://seatsinthesun.com/terras/amsterdam/taj-indian-restaurant-604/"
"258","Schumich Café","52.37946039999999","4.894210699999999","restaurant","true","false","99","5.5","1704","false","schumich-cafe-258","https://seatsinthesun.com/terras/amsterdam/schumich-cafe-258/"
"600","Café Blek","52.3460929","4.8996543","restaurant","true","false","96","6","1703","false","cafe-blek-600","https://seatsinthesun.com/terras/amsterdam/cafe-blek-600/"
"633","Marmaris Restaurant Hoekenrode","52.3129642","4.9491789","restaurant","true","false","100","8","1703","false","marmaris-restaurant-hoekenrode-633","https://seatsinthesun.com/terras/amsterdam/marmaris-restaurant-hoekenrode-633/"
"186","Bonnie","52.3508957","4.8565299","restaurant_and_bar","true","true","100","8","1703","false","bonnie-186","https://seatsinthesun.com/terras/amsterdam/bonnie-186/"
"154","Pelusa","52.393652","4.8999873","restaurant_and_bar","true","true","100","8","1702","false","pelusa-154","https://seatsinthesun.com/terras/amsterdam/pelusa-154/"
"4911","Waterloo","52.36842600000001","4.902717","restaurant","true","false","100","8.5","1700","false","waterloo-4911","https://seatsinthesun.com/terras/amsterdam/waterloo-4911/"
"566","O'Donnell's","52.3566912","4.8908977","restaurant_and_bar","true","true","78","0","1700","false","odonnells-566","https://seatsinthesun.com/terras/amsterdam/odonnells-566/"
"720","Terrasmus","52.37410300000001","4.850274","restaurant","true","false","100","6","1698","false","terrasmus-720","https://seatsinthesun.com/terras/amsterdam/terrasmus-720/"
"6144","The Greek Embassy - Coffee Bar Kouzina - Weesperzijde","52.35296169999999","4.9104444","restaurant_and_bar","true","true","100","8","1696","false","the-greek-embassy-coffee-bar-kouzina-weesperzijde-6144","https://seatsinthesun.com/terras/amsterdam/the-greek-embassy-coffee-bar-kouzina-weesperzijde-6144/"
"474","Grolsch Boulevard Fourteen","52.3123864","4.9452035","restaurant_and_bar","true","true","100","5","1695","false","grolsch-boulevard-fourteen-474","https://seatsinthesun.com/terras/amsterdam/grolsch-boulevard-fourteen-474/"
"688","Garage Noord","52.3855729","4.925719699999999","restaurant_and_bar","true","true","98","8","1693","false","garage-noord-688","https://seatsinthesun.com/terras/amsterdam/garage-noord-688/"
"146","Café Modern","52.3864186","4.9090931","restaurant","true","false","91","8","1690","false","cafe-modern-146","https://seatsinthesun.com/terras/amsterdam/cafe-modern-146/"
"491","Fa. Cafe-Bistro Hansel and Gretel","52.36178989999999","4.8873837","restaurant_and_bar","true","true","95","7","1690","false","fa.-cafe-bistro-hansel-and-gretel-491","https://seatsinthesun.com/terras/amsterdam/fa.-cafe-bistro-hansel-and-gretel-491/"
"4088","Kanteen25","52.3744616","4.9141759","restaurant_and_bar","true","true","100","7.5","1690","false","kanteen25-4088","https://seatsinthesun.com/terras/amsterdam/kanteen25-4088/"
"4401","Restaurant Daalder*","52.3642559","4.859056099999999","restaurant","true","false","100","7","1689","false","restaurant-daalder*-4401","https://seatsinthesun.com/terras/amsterdam/restaurant-daalder*-4401/"
"930","GEORGE W.P.A.","52.3572904","4.8747794","restaurant","true","false","100","7.5","1688","false","george-w.p.a.-930","https://seatsinthesun.com/terras/amsterdam/george-w.p.a.-930/"
"4579","Coffee Room.","52.3670472","4.8711194","restaurant","true","false","100","7","1685","false","coffee-room.-4579","https://seatsinthesun.com/terras/amsterdam/coffee-room.-4579/"
"607","Eetcafe 100% Zuidoost","52.3148934","4.953584500000001","restaurant_and_bar","true","true","100","6.5","1680","false","eetcafe-100percent-zuidoost-607","https://seatsinthesun.com/terras/amsterdam/eetcafe-100percent-zuidoost-607/"
"6207","BAR U.Y.T","52.3662296","4.8620477","restaurant_and_bar","true","true","100","7","1679","false","bar-u.y.t-6207","https://seatsinthesun.com/terras/amsterdam/bar-u.y.t-6207/"
"547","Temple Bar","52.3721397","4.8993578","restaurant_and_bar","true","true","100","7.5","1677","false","temple-bar-547","https://seatsinthesun.com/terras/amsterdam/temple-bar-547/"
"405","Le Patron","52.36018799999999","4.891231999999999","bar","false","true","87","5.5","1676","false","le-patron-405","https://seatsinthesun.com/terras/amsterdam/le-patron-405/"
"224","Café de Toog Amsterdam","52.3622034","4.8676621","restaurant_and_bar","true","true","100","6.5","1675","false","cafe-de-toog-amsterdam-224","https://seatsinthesun.com/terras/amsterdam/cafe-de-toog-amsterdam-224/"
"709","L'Osteria","52.3409927","4.918114","restaurant","true","false","100","6","1674","false","losteria-709","https://seatsinthesun.com/terras/amsterdam/losteria-709/"
"1936","Festina Lente","52.368653","4.8813896","restaurant_and_bar","true","true","100","8.5","1673","false","festina-lente-1936","https://seatsinthesun.com/terras/amsterdam/festina-lente-1936/"
"90","Café Mads.","52.38857360000001","4.886162100000001","restaurant","true","false","100","8","1670","false","cafe-mads.-90","https://seatsinthesun.com/terras/amsterdam/cafe-mads.-90/"
"221","Majestic","52.3730556","4.8941667","restaurant_and_bar","true","true","100","8","1669","false","majestic-221","https://seatsinthesun.com/terras/amsterdam/majestic-221/"
"767","Pancakes Amsterdam at the IJ","52.3799766","4.899805499999999","restaurant","true","false","100","6","1667","false","pancakes-amsterdam-at-the-ij-767","https://seatsinthesun.com/terras/amsterdam/pancakes-amsterdam-at-the-ij-767/"
"7227","Brouwerij 't IJ","52.36669080000001","4.9264253","restaurant_and_bar","true","true","86","5","1667","false","brouwerij-t-ij-7227","https://seatsinthesun.com/terras/amsterdam/brouwerij-t-ij-7227/"
"7352","Café Jacob Amsterdam","52.36586029999999","4.873391400000001","bar","false","true","100","6","1667","false","cafe-jacob-amsterdam-7352","https://seatsinthesun.com/terras/amsterdam/cafe-jacob-amsterdam-7352/"
"583","VIJFNULVIJF – streetfood, cocktails & sushi Amsterdam","52.3618098","4.939417","restaurant_and_bar","true","true","84","5.5","1666","false","vijfnulvijf-streetfood-cocktails-sushi-amsterdam-583","https://seatsinthesun.com/terras/amsterdam/vijfnulvijf-streetfood-cocktails-sushi-amsterdam-583/"
"351","Brasserie Hoekenrode","52.3131046","4.9482374","restaurant","true","false","100","7","1663","false","brasserie-hoekenrode-351","https://seatsinthesun.com/terras/amsterdam/brasserie-hoekenrode-351/"
"101","Vooges aan het IJ B.V.","52.38764190000001","4.892586","restaurant","true","false","96","8","1659","false","vooges-aan-het-ij-b.v.-101","https://seatsinthesun.com/terras/amsterdam/vooges-aan-het-ij-b.v.-101/"
"630","Bar Brandstof","52.3725151","4.876096500000001","restaurant_and_bar","true","true","95","3.5","1658","false","bar-brandstof-630","https://seatsinthesun.com/terras/amsterdam/bar-brandstof-630/"
"313","Mexican Restaurant Steakhouse Guadalupe","52.376664","4.902060000000001","restaurant","true","false","100","7","1657","false","mexican-restaurant-steakhouse-guadalupe-313","https://seatsinthesun.com/terras/amsterdam/mexican-restaurant-steakhouse-guadalupe-313/"
"7758","Café Restaurant Dame aan de kade","52.35304989999999","4.8872272","restaurant","true","false","100","6","1653","false","cafe-restaurant-dame-aan-de-kade-7758","https://seatsinthesun.com/terras/amsterdam/cafe-restaurant-dame-aan-de-kade-7758/"
"6840","Massalia Restobar","52.3571047","4.9184752","restaurant","true","false","100","7","1649","false","massalia-restobar-6840","https://seatsinthesun.com/terras/amsterdam/massalia-restobar-6840/"
"85","De Eeuwige Jeugd","52.3614031","4.924726499999999","restaurant_and_bar","true","true","100","7.5","1647","false","de-eeuwige-jeugd-85","https://seatsinthesun.com/terras/amsterdam/de-eeuwige-jeugd-85/"
