name,slug,id,url,lat,lng,top50_rank
"Cafe Scharrebier","cafe-scharrebier-259","259","https://seatsinthesun.com/terras/amsterdam/cafe-scharrebier-259/","52.3704529","4.9111601","25"
"De VerbroederIJ","de-verbroederij-760","760","https://seatsinthesun.com/terras/amsterdam/de-verbroederij-760/","52.3848122","4.9298454","26"
"Café Wildschut","cafe-wildschut-285","285","https://seatsinthesun.com/terras/amsterdam/cafe-wildschut-285/","52.353457","4.8828527","27"
"Orff","orff-4008","4008","https://seatsinthesun.com/terras/amsterdam/orff-4008/","52.3695406","4.901715900000001","28"
"Grand Café Frankendael","grand-cafe-frankendael-567","567","https://seatsinthesun.com/terras/amsterdam/grand-cafe-frankendael-567/","52.3490648","4.937593300000001","29"
"Onder de Ooievaar","onder-de-ooievaar-273","273","https://seatsinthesun.com/terras/amsterdam/onder-de-ooievaar-273/","52.36194239999999","4.8991443","30"
"Café 't Gasthuys","cafe-t-gasthuys-219","219","https://seatsinthesun.com/terras/amsterdam/cafe-t-gasthuys-219/","52.3694444","4.8936111","31"
"Frizzanteria","frizzanteria-531","531","https://seatsinthesun.com/terras/amsterdam/frizzanteria-531/","52.35377009999999","4.8670175","32"
"Café Eijlders","cafe-eijlders-4332","4332","https://seatsinthesun.com/terras/amsterdam/cafe-eijlders-4332/","52.36493039999999","4.882475099999999","33"
"De Deli - Plantagebuurt","de-deli-plantagebuurt-7166","7166","https://seatsinthesun.com/terras/amsterdam/de-deli-plantagebuurt-7166/","52.3669772","4.9120382","34"
"Bar BAUT","bar-baut-67","67","https://seatsinthesun.com/terras/amsterdam/bar-baut-67/","52.3457423","4.8597124","35"
"The Magpie","the-magpie-503","503","https://seatsinthesun.com/terras/amsterdam/the-magpie-503/","52.34950829999999","4.848912599999999","36"
"Maximus Steakhouse","maximus-steakhouse-564","564","https://seatsinthesun.com/terras/amsterdam/maximus-steakhouse-564/","52.36228910000001","4.8834594","37"
"Pita Queen","pita-queen-7167","7167","https://seatsinthesun.com/terras/amsterdam/pita-queen-7167/","52.3624939","4.927342599999999","38"
"Gollem Aan Het Water","gollem-aan-het-water-789","789","https://seatsinthesun.com/terras/amsterdam/gollem-aan-het-water-789/","52.3680955","4.9164407","39"
"Chris Scholten Café","chris-scholten-cafe-400","400","https://seatsinthesun.com/terras/amsterdam/chris-scholten-cafe-400/","52.35429329999999","4.9014622","40"
"'t Zusje Amsterdam","t-zusje-amsterdam-657","657","https://seatsinthesun.com/terras/amsterdam/t-zusje-amsterdam-657/","52.3286371","4.877886200000001","41"
"Brasserie Van Dam","brasserie-van-dam-347","347","https://seatsinthesun.com/terras/amsterdam/brasserie-van-dam-347/","52.355639","4.870725000000001","42"
"BAUT Oost","baut-oost-66","66","https://seatsinthesun.com/terras/amsterdam/baut-oost-66/","52.3546072","4.912678399999999","43"
"Restaurant Alba","restaurant-alba-2800","2800","https://seatsinthesun.com/terras/amsterdam/restaurant-alba-2800/","52.3560247","4.9118732","44"
"Harlem Soul Food","harlem-soul-food-595","595","https://seatsinthesun.com/terras/amsterdam/harlem-soul-food-595/","52.3802959","4.891609","45"
"Badhuis Oedipus","badhuis-oedipus-4313","4313","https://seatsinthesun.com/terras/amsterdam/badhuis-oedipus-4313/","52.36354410000001","4.9399474","46"
"Bar Bukowski","bar-bukowski-948","948","https://seatsinthesun.com/terras/amsterdam/bar-bukowski-948/","52.3579617","4.9176701","47"
"Café De Fluiter","cafe-de-fluiter-340","340","https://seatsinthesun.com/terras/amsterdam/cafe-de-fluiter-340/","52.3792717","4.8568463","48"
"Café De Prins","cafe-de-prins-271","271","https://seatsinthesun.com/terras/amsterdam/cafe-de-prins-271/","52.37615830000001","4.8839833","49"
"Restaurant Daalder*","restaurant-daalder*-4401","4401","https://seatsinthesun.com/terras/amsterdam/restaurant-daalder*-4401/","52.3642559","4.859056099999999","50"
"BREDA","breda-7","7","https://seatsinthesun.com/terras/amsterdam/breda-7/","","",""
"Bar Basquiat","bar-basquiat-9","9","https://seatsinthesun.com/terras/amsterdam/bar-basquiat-9/","","",""
"Barrica","barrica-11","11","https://seatsinthesun.com/terras/amsterdam/barrica-11/","","",""
"Waterkant","waterkant-12","12","https://seatsinthesun.com/terras/amsterdam/waterkant-12/","","",""
"PAMELA","pamela-16","16","https://seatsinthesun.com/terras/amsterdam/pamela-16/","","",""
